video_id,total_views,total_likes,total_comments,comments_disabled,ratings_disabled
WACO9TqZEh0,671611,14824,1708,False,False
OPdmg58S9ZM,670565,1994,240,False,False
SDGHRQyZKes,669789,15530,592,False,False
gYYMnkoFtjM,669500,10222,4632,False,False
nWzHaRM8jeo,669004,12165,804,False,False
NUMa0QkPzns,668826,40435,2146,False,False
OcTw2b0Ho-8,668491,40752,22279,False,False
3ToRIUoXmIw,667346,35253,1796,False,False
T2LAd43JoP4,667005,15954,5607,False,False
a-4_6bThk2E,666861,16006,3686,False,False
nr0PF7PukJw,666191,25215,1782,False,False
B2W7c3XRBwQ,665791,20689,2896,False,False
7aRxsmfBDI0,665478,15577,1779,False,False
UwdLlnPaRAU,665452,19849,1372,False,False
NZxVghfY6dk,664762,5917,1887,False,False
qvZybtmE5RY,664716,7808,3850,False,False
9o-gcCwMOgA,664377,5488,1713,False,False
tP214lJtKlM,662688,28240,809,False,False
rbQLd9Kj2VI,662158,5036,1889,False,False
0bXJGZgR1BU,661984,11071,1656,False,False
oe9-_fD55ok,661818,14979,4195,False,False
p1jllz43xZE,661572,6374,502,False,False
anjMMdSuFuE,661502,5919,776,False,False
RFHH8bSdLr8,661249,32441,1886,False,False
YvEGAcgpwqQ,661061,11911,589,False,False
VW2xRR75lKE,660630,9499,565,False,False
XIZmIl9SsXk,660467,10483,1218,False,False
FApBWHvUzMs,659476,31672,6049,False,False
kxkrdLI6e6M,659212,40883,1458,False,False
qK11sSjEM3c,657818,2412,1243,False,False
NqntFonA2iY,657337,3014,3317,False,False
WLagbArQsuE,657286,30831,1679,False,False
li6f_0x0IGE,657043,41794,7226,False,False
zsoh0Y_VXdY,656819,11856,1630,False,False
CH3aAnw7XeU,656029,17070,2449,False,False
_Ch5ClOB9AE,655073,14075,1597,False,False
jHZTzXteoU8,655002,28820,2239,False,False
x3ch1ajtwbc,654775,18449,4053,False,False
q_MmN6-KLXg,654210,19555,1365,False,False
HDYJVmoWoyA,653820,12920,1392,False,False
rwFfo61fVSY,652917,7450,824,False,False
exYLX9xGoyo,652798,30378,5377,False,False
XrvedhkDN5A,652347,16860,4002,False,False
G_UHknhNbAQ,651781,17478,2845,False,False
qgGooEyeNNc,651268,52910,2615,False,False
08nkwgZIE4I,651036,23338,1101,False,False
_odvYvbW9VM,650940,10823,1129,False,False
zO0dIgvpmfw,650882,40937,1293,False,False
iJz5jURaEBc,650564,33920,2953,False,False
uSTNyHkde08,649994,18762,1916,False,False
j6X6PhexHnE,649785,25653,1494,False,False
Ji_4dH_FXzw,649426,2296,897,False,False
NsJkUfrqLzY,649180,19786,1436,False,False
2c7UCvK0Ixc,648993,70174,2935,False,False
qMnjdV-eFuM,648890,14061,818,False,False
FvY3Q1pQ8m4,648598,4757,1535,False,False
Ah7ldw_WmtE,647516,33556,1482,False,False
ySFJtla2LY4,647369,32911,554,False,False
ZtiCq8S0hq4,646742,5649,1432,False,False
bo8OYPYRTIY,645532,32580,2553,False,False
5tPugvYE6wM,645449,22571,3138,False,False
o6XERmXsP-U,645247,20247,987,False,False
kATuE1S5qk0,644853,11312,633,False,False
wppAQ8uZpfQ,644576,29669,4963,False,False
Y9nDagqKL7Q,643737,31028,1827,False,False
EIY-PsHrj9A,643117,15528,3883,False,False
hlb3gGNBHFE,643097,23778,1370,False,False
JOwmqPPkjww,642935,25897,2174,False,False
rew7FoGy1Po,642523,21279,1655,False,False
2fxqFJsvus4,642382,3470,317,False,False
LotoBix4UDM,641055,14068,647,False,False
QgaYsdnOMiM,640849,25613,2609,False,False
VRiJHZU0Fxg,640779,20852,2147,False,False
zDbq7y20wpw,640405,19874,814,False,False
8PRrH-1kuwY,639997,18363,3174,False,False
-El8z4uy5Ac,639982,16519,1739,False,False
Fh3zmz7Ravw,639815,10947,765,False,False
DnSO5Uhobvo,639685,59842,3861,False,False
R8hccXRk3MI,639536,9718,1567,False,False
8WbxbqwdWog,639517,0,1059,False,True
dVQ6rwaZ648,639391,19953,1422,False,False
shiTAXD78Y8,639265,3197,2558,False,False
zUKVLp4RzJA,639104,9611,666,False,False
nrB7aqfRzyE,637942,793,137,False,False
dikG4vMJG1s,637400,21551,1965,False,False
QK0s815RTJk,637045,26635,1922,False,False
ByucbuSe958,636653,18400,720,False,False
RyH8TWLribw,636473,10390,1355,False,False
TLS837FaO4Y,636106,34759,2286,False,False
TUmyygCMMGA,635985,20721,4111,False,False
iD8K3pNhf-U,635714,10533,1056,False,False
CJv0I-xYuC4,635182,14171,3773,False,False
juTa0fPI22M,634137,4812,1041,False,False
asiRHYuOP08,633790,53429,3777,False,False
0vhxoVwqZkk,633524,51353,2258,False,False
psbdT3kS8mY,633241,18196,1599,False,False
a73YoV2uf6g,633226,5506,696,False,False
hXzcIoq2ing,633103,23991,2582,False,False
QerVvvNem1w,632993,7802,2930,False,False
RyquDQ5kWSs,632821,10061,5373,False,False
fi483E-A8P4,632115,24097,4005,False,False
j1f04Jg7IaA,632051,26668,1857,False,False
zOgle88sKro,632018,22877,1228,False,False
Zo9rgbn0SMs,631554,63487,3331,False,False
wV7RsaTY228,631374,13097,4142,False,False
8cpqLRC7T80,631310,35839,2310,False,False
jRq7HXR17gI,630945,12549,2866,False,False
iOVg62_DUYU,630287,23154,1549,False,False
bWL_MVbpGT0,629744,38777,4892,False,False
XSg9Xc3ie_A,629179,21120,763,False,False
6340tX9M_eM,629166,8985,1030,False,False
SuHVvSsNY2E,629052,6565,1406,False,False
oX8-6whswEA,628368,12979,1162,False,False
4Qs8herYTqY,628330,36308,3001,False,False
00mdcc9o28A,628234,12672,701,False,False
QRq0pkr2TWM,627933,28580,444,False,False
YrzxVhbDc-4,627696,317,88,False,False
3j4ay18xokg,626833,5059,0,True,False
uQWuC7L4_DQ,626781,1946,665,False,False
o3T_o4WM-n8,626684,21085,2919,False,False
p2P5jrcNwY4,625807,5416,1217,False,False
ii-Qj5-jsdg,625574,16025,3150,False,False
cIQKKzZtWwQ,624894,7103,410,False,False
Swv1il6PpN4,624277,12410,714,False,False
mrSUROagyDc,624237,5269,6166,False,False
Djw1PmpZt9w,624212,11582,778,False,False
vOKOamXsXYE,623149,32256,1677,False,False
3lgcBZdMZxM,622855,14227,4051,False,False
AKmlFyQaiXo,622331,8061,1062,False,False
melV2fR6-T0,622235,9843,1485,False,False
oQxKEtoHygY,621513,19267,2687,False,False
uBUnmdd5-iA,620968,36916,1452,False,False
lARpY0nIQx0,620687,39810,4110,False,False
JbQ4MwDdxSU,620204,4774,1413,False,False
2Yb_VA4L3YU,620118,3299,249,False,False
cIriwVhRPVA,619936,26119,1412,False,False
0nVO-yU0oxM,619478,3264,1619,False,False
8bNu6Ktj858,619443,6665,1321,False,False
NcsGpDFKCgY,619376,17420,4518,False,False
rQQjjYyZpa4,619222,11510,4091,False,False
IIS1M7m9tw8,618966,25307,2979,False,False
MVyvV0tOOjw,618752,39137,3711,False,False
n-To9W4AA2k,617910,36607,2437,False,False
tMSu3Gyz1jU,617606,9669,927,False,False
LDS8SeO6hyg,617505,14783,583,False,False
KGziD2V8Ppw,617406,34338,2154,False,False
Ecd4eA067P0,617155,19872,4579,False,False
WknsomB28mE,616816,21557,1163,False,False
5g20u8EfMdg,616440,19998,5534,False,False
8WbxbqwdWog,616398,6692,1082,False,False
STVXHhTdjW4,616294,12602,529,False,False
8I_uK7WBbjI,615784,30014,2944,False,False
gVutHEKBzHs,615686,11334,1366,False,False
nUmO7rBMdoU,615349,8495,1595,False,False
dY2jpeasD4w,614692,8650,826,False,False
T2uyIBURMjs,614024,26701,5693,False,False
U3wVDJTOzqA,613552,5432,514,False,False
CWrjDoEBQsw,612653,23052,2125,False,False
5PB2YzNddI8,612279,29873,1458,False,False
lq0WUudJiSM,612091,15889,1527,False,False
zBovkx07epw,611997,11733,775,False,False
sQzbRulqz3s,611885,35415,2034,False,False
1CYch47uOZU,611625,38391,2225,False,False
OYcv406J_J4,611341,13654,2463,False,False
AvFNCNOyZeE,610581,12597,545,False,False
Q2hqcPnIWiQ,608823,3725,1714,False,False
X9fHoWLf1w0,608459,21784,3537,False,False
fKuxh0E9mSI,607765,11866,780,False,False
XSP5yHZN1I4,607528,6692,618,False,False
jr7W7smqXg4,607467,1727,134,False,False
dS5Thrl-4Kc,607422,26166,3517,False,False
3MA_64gyaA0,607415,19893,2263,False,False
Jq_98dJuIck,607251,12787,2377,False,False
Aopb6YZyeFU,606048,14466,2148,False,False
8rWuGBPA7bE,605918,5565,402,False,False
tFLEym5aBzA,605172,9800,3445,False,False
C54cHGCwBdk,603868,15155,783,False,False
z3EN0dyR7W0,603379,3756,1410,False,False
SNHc2PxY8lY,602853,27880,1551,False,False
VH-DA0YgHHU,602839,18404,528,False,False
CvqtJTrsKCE,602591,28347,2090,False,False
mdTv3V4ALzg,602362,12069,858,False,False
ndb7Ez9m2YM,602180,16398,338,False,False
DZJod5hUqx4,602127,9974,836,False,False
VXQ1FD77egw,601643,16376,2753,False,False
1Apnffv9Yko,600980,16207,376,False,False
Ugcz3EaGodE,600381,13496,604,False,False
UUDaCU3SHqI,600228,3976,601,False,False
X6h2BE8-w0M,599642,6084,334,False,False
aphpJi5jKrM,599176,16142,3699,False,False
DEXfRMTRJss,598483,16204,4182,False,False
bw5bbpxkBQQ,598317,6587,244,False,False
wGjplV12k10,597667,5649,3711,False,False
1lCnG9hWC6w,597586,9967,1089,False,False
asu37n6sEBY,597308,10554,547,False,False
SMvZa784oow,597124,30066,2111,False,False
-kETYvHON_I,597049,18464,1672,False,False
gNG0GiSrwas,596467,10023,536,False,False
lklTc_DTE8Q,595836,43506,1747,False,False
48pP0WFjuOE,595820,18605,914,False,False
-xAMnJgc3oA,594958,19903,1192,False,False
sK2RoVVxQsA,594486,6187,1484,False,False
bwlEaGiO9Zw,593679,7903,756,False,False
-7AZX5Xtiks,593557,25292,1881,False,False
qmDsgGKHBEo,593120,2286,3250,False,False
dJCKavW22PM,593001,15013,3008,False,False
3j5eGupDWY4,592859,25057,1646,False,False
86ysRAffCpI,592480,22781,1056,False,False
uU3kLBo_ruo,592459,25680,5001,False,False
XspEs1x9cPU,592205,15136,1337,False,False
uikOKrrwsfw,592142,18847,1330,False,False
WAX8tyQnTpU,592107,30295,2854,False,False
UAJDrWVyOoA,591773,25087,2285,False,False
q11UD-6XT-8,591650,6078,1689,False,False
Z48OG9917mg,591389,21427,1009,False,False
aZ7F1yRM5vg,590444,5748,875,False,False
PpElRBQ-yGc,590393,34034,3730,False,False
YJ25apqV-C8,590126,4407,515,False,False
l7VfDVVxiMM,589827,11839,4413,False,False
-ppaazmNIgA,588513,4234,329,False,False
feYykx3Fq-k,588502,19317,628,False,False
amtC28yfYCM,588133,6583,486,False,False
LW43OnmPxIs,587204,18411,740,False,False
JbazoX5Su1w,586875,27803,3882,False,False
l_IFnDydIeQ,586633,13988,767,False,False
02e9klKUN0Y,586498,1367,169,False,False
pcmbmC9cUUY,585765,16863,1136,False,False
9Tuqhjq5ANQ,584892,2461,1879,False,False
08l0K3UyUXE,584861,4221,1176,False,False
W0Anp0wmXek,584565,13758,2427,False,False
s4kX4R6T9ms,584185,19377,941,False,False
LPCxBsECSQs,584074,6187,702,False,False
s8UglxtkAIs,583584,13886,1385,False,False
BkpwPKZb_Zo,583346,35757,1588,False,False
an6dsm86Kn4,583281,15564,3938,False,False
Eyh1_XGHAnQ,582785,13285,5182,False,False
irHqI9fUc4I,582693,16511,859,False,False
22iCU_bsApA,582629,6912,2161,False,False
Z-dLdCXhapc,582548,7210,1582,False,False
8j_BYfVEyhA,581288,5075,1780,False,False
DfxhWPvhFCQ,581030,5327,1895,False,False
HtLbE_SIuxg,580591,11578,2174,False,False
Oy9R-z7YTRc,580342,6370,663,False,False
U0W_rpvm3Ys,579189,6045,1608,False,False
e7vFVFcnBQQ,578611,34984,6459,False,False
ZIbI0ekrrZU,578416,2004,1139,False,False
lHxZlnj6yKQ,577937,32336,1495,False,False
_72fqgEevOo,577212,7456,1700,False,False
aVamZUeeR88,576861,40236,2343,False,False
hB07EJhMBRs,576742,25929,5380,False,False
tr7I4vokl78,576496,4730,771,False,False
_fjfo256p6s,576001,7689,589,False,False
9d-Z7V5kZvQ,575537,5882,570,False,False
46TOhKEwtsE,575476,15218,1206,False,False
dAgQsoPo-F0,575364,1782,1272,False,False
2GrKY7Qqal8,575274,6611,508,False,False
e6XeP9gQPmg,575264,21432,889,False,False
yAqHUwjnue4,575083,3632,1064,False,False
0GKC_nj7B44,574412,4229,596,False,False
hhiD-TKYqHk,573567,4158,805,False,False
mLQJgecd5x0,573028,3020,1142,False,False
Dc-EG4ABsxA,572775,18919,2897,False,False
UelDrZ1aFeY,572627,24313,1899,False,False
XUIwpXq_jBo,571803,20556,3685,False,False
9i3GtPIS0-4,571347,30468,1417,False,False
Vvya3yofDY4,571176,13099,895,False,False
2KuqjW0WtZg,570053,14382,3016,False,False
5JEI0sjJs8c,569902,4127,1347,False,False
SJsvPv5Q_oY,568702,31631,2099,False,False
44W9qstI8H8,568142,22210,1322,False,False
ijwHj2HaOT0,567037,9028,1573,False,False
yMf3dvNzXbU,566518,18976,1923,False,False
dV_UXo8LiWk,566512,11953,1127,False,False
Gl_uGsdG4Do,566497,32310,4048,False,False
NjMd89dggAk,566069,25078,879,False,False
RGSgCyQydgc,566067,53581,4483,False,False
d54e3kcTlHM,565798,14884,608,False,False
-EL8TuMsb-k,565288,20907,2276,False,False
WdOGSNQP9b4,564951,32030,928,False,False
PyXpoGbwGL0,564897,10833,1392,False,False
-zrJwYFJtZo,564733,16190,2413,False,False
v3O9vNi-dkA,563802,19536,895,False,False
-0NYY8cqdiQ,563746,4429,94,False,False
nBpxVdpMBZk,563721,30575,2036,False,False
q8kLoRnzgLQ,563514,14935,1278,False,False
bye513KciIk,563127,5487,401,False,False
E2qtPth2W6w,562303,10712,809,False,False
v0TiqC_C8wI,562298,9988,901,False,False
p2ZNmYnx7ds,561970,5091,2007,False,False
v3y7FE76H7c,561569,24243,1001,False,False
VsY00LXLa0k,561205,7766,918,False,False
SoKQzAhXkbw,561101,11989,1063,False,False
dpeDxEb9yeg,560687,17049,858,False,False
Ucjgl-4s2nw,560649,4982,912,False,False
MCW5HUkrr-o,560569,29990,1788,False,False
GdR0JlvbtWg,560358,12793,1700,False,False
rdJdJpwmcKU,559294,20988,3146,False,False
SwqUpegUT2Q,558724,6082,634,False,False
isI6DqxAr7s,558394,40469,3579,False,False
0dSR-9mtuzk,557538,14416,631,False,False
UDByuFJ2nDg,557101,3500,1296,False,False
b8GGWHGkx3Y,556976,16411,3441,False,False
6fyE0B430Rc,556558,18619,1537,False,False
QatPF3Pqhp4,556504,25398,1877,False,False
w2A8q3XIhu0,556475,23837,1322,False,False
mrORbZ2dS08,556347,19458,2395,False,False
rplCCSqWXIY,555861,24288,709,False,False
apN4BMMKt2E,554706,19379,869,False,False
CKPMAICRYuw,554250,9325,459,False,False
OK2y4Z5IkZ0,554157,29216,2100,False,False
Mqaobr6w6_I,554069,20165,794,False,False
HDDIWGlBt3o,553866,66026,8479,False,False
KB_GCuJwPE4,553818,13166,1770,False,False
npcqBt_e4k0,553734,6428,586,False,False
M-wat3TSQqY,552697,14091,908,False,False
9efQnL-nlUg,552694,15642,1666,False,False
tx-9LkVIdz0,549996,13978,895,False,False
BdwJ0uXIV_U,549371,19203,568,False,False
EP_2NXe0_1g,548993,855,1696,False,False
7u6rMOvvTzU,548892,23551,2675,False,False
9flXyzcSfT4,548658,26021,1214,False,False
ydNCj-866_Q,548352,15299,884,False,False
VonJ4ASDO40,547362,10776,2594,False,False
QRtBP07gIHY,547145,2622,362,False,False
260mj1dmJhU,546964,4573,1064,False,False
xLvkFer6aOY,546200,11337,625,False,False
dQjTQFRZsD4,544511,19099,616,False,False
82zGhWVXXxg,543968,11200,839,False,False
LALQsqZP1nA,543711,18008,1231,False,False
FB64ez0kf1c,543596,2488,1836,False,False
mebZJFd8_Vw,543491,19818,2922,False,False
BLOIU9DpLq4,543067,20302,1009,False,False
dmtTnGlTUI0,542957,23890,919,False,False
Su6KVN33Bew,542870,9565,557,False,False
4eKYR_iL5eU,542462,10224,485,False,False
pspGtXW0QYo,541990,14625,1067,False,False
pGgTkFKfLXE,541149,8220,358,False,False
KdfCcEnJDlY,540998,12917,2908,False,False
pk0xdl0rRFg,540919,25181,2745,False,False
eIAtHvzjk98,540857,16578,1700,False,False
JLOFZoBJnd8,540553,28387,1208,False,False
-SIp6xSP7ds,540227,2533,2087,False,False
mpnshdmtE2Y,540149,14206,1211,False,False
RrhSJzM8NLE,539987,14532,881,False,False
hKxsmQXfmFo,539805,21448,2319,False,False
CHXD9k19q1Y,539715,69563,5904,False,False
ZurW-Uc6Lc0,539045,22927,3225,False,False
D5D90CLAILY,538587,4815,808,False,False
vU14JY3x81A,538546,19822,6479,False,False
rYnmrkMizdc,538365,12337,1185,False,False
qE7psdp1jVE,538180,31342,2527,False,False
wAQ7autd61g,538169,17634,750,False,False
N0eu6U9PSbM,538061,11496,633,False,False
A9k89DYdHKQ,537822,6686,682,False,False
61hO5yTnAaE,537545,34058,2845,False,False
NDBwsMIXlMk,537443,10577,1971,False,False
xf4iv4ic70M,537376,23409,1673,False,False
1DQ9UTz5j8o,536775,39673,4280,False,False
BQC09Mdn24w,536419,32725,3863,False,False
Ps7GzIV2KP0,536398,14139,3092,False,False
rjlxc-vxNBA,536288,36133,3543,False,False
5qjU_wPyv4E,535232,18453,1185,False,False
IoqDYnn7VKA,535094,9247,635,False,False
kXeJFEN4tps,534696,12224,835,False,False
6TOSV3-7hzU,534677,6569,749,False,False
iGD4bBgWPcY,534570,18387,879,False,False
2omJBSQcm5g,534291,4993,0,True,False
XzzQL96yAwE,534260,13806,2419,False,False
_BVAJ3PXZ1k,533940,12633,1828,False,False
MDIQBfdmusY,533815,6191,684,False,False
tTkOuNrpqWQ,533775,7027,627,False,False
37R2_bvJjGM,533622,28010,6580,False,False
Xc675sarBYc,533608,34059,6129,False,False
dWxS9_OwC8Y,533134,12055,885,False,False
WkZVm_o3Sy4,533105,45076,2977,False,False
6VoJHrdoIJw,533004,9710,1209,False,False
7N_tNfBxCxE,531907,18968,2084,False,False
Uvh3v1BkJ-A,531566,42326,4220,False,False
Nl6YEW1s7x8,531393,12827,1398,False,False
98ixGAcR1T4,531285,12087,290,False,False
p-W9SnUM7u8,531125,3325,1263,False,False
A9R5tJPbcKI,530315,14966,766,False,False
0eOtSEkLVtw,530299,13307,1038,False,False
Y62ExbHI4Yk,530143,11176,2222,False,False
vvuj7-xspns,529841,16314,2144,False,False
RNA516fNpuw,529609,4330,864,False,False
MdZmi9HGd9w,529088,3198,915,False,False
WbgIREVg2JU,528634,26029,2835,False,False
iXcqpJQD5II,527683,50581,10511,False,False
3S6HQGHqQa0,527651,21612,6757,False,False
EsBjHXCG4Us,527531,10200,2197,False,False
OX1ssH93th8,527093,103,16,False,False
A9QDgSTVhyM,526982,26505,1794,False,False
0NWKUHl6JLY,526710,13379,4009,False,False
VA_P3p7MI98,526175,12423,894,False,False
jj6ibow2tdw,525261,6937,903,False,False
gLswXiRLdkA,525210,24412,1860,False,False
tOFkFZbPdnQ,524911,7822,403,False,False
eSHe32cEKqI,524619,11368,845,False,False
Dtp6sO2tU0k,524384,9049,541,False,False
XQmI7hTE4Jw,523803,9870,387,False,False
YiSsAjNtsFc,523207,16261,3898,False,False
KozDGo0bsJA,522854,4518,701,False,False
WLeUt-jBE4Y,522580,7950,927,False,False
IIyZuKN2j7U,522522,9297,3458,False,False
B-PVT_rclnM,522265,25431,1171,False,False
IvAvHjYoLUU,521943,23689,2766,False,False
dwEKqAwoz0Y,521883,7267,1181,False,False
sfxilYIycTc,521611,22478,1861,False,False
H-kKZujl8CI,520636,1005,272,False,False
rJQYzX6Bgio,520338,20927,2230,False,False
jTW5_KvkGoE,520319,16105,4195,False,False
sNgByUWwFKU,520176,15243,1394,False,False
36YFQTFzZwU,519485,4658,1620,False,False
hV-yHbbrKRA,519220,13600,1350,False,False
TX0UsGn0GPc,519214,10933,2139,False,False
5EF5Curjr8k,519197,39056,1968,False,False
IOLzpBzUXZs,519161,1899,235,False,False
BfbIoUMdKZ0,518578,16637,1102,False,False
bij-JjzCa7o,518516,27636,2949,False,False
8mQelXnPxUQ,518359,16110,1610,False,False
jibff9m0SjQ,518107,8837,582,False,False
Zvg6b6q1s-Y,516574,5680,2063,False,False
8ENIIcMmeD0,515855,35610,1986,False,False
3UoKswz6OQc,515555,5599,4856,False,False
NsUQU3r2nsM,515428,5514,1741,False,False
9PhM-zCmTFs,514888,22136,771,False,False
TOdGYZ20oSc,514711,38431,3362,False,False
_pxQcHAMi1E,514568,14947,4183,False,False
zOLbPvwK7-Q,514264,5734,1524,False,False
e-XM8pek6Kg,514150,14269,817,False,False
4GZBn4_SfQQ,514107,1953,96,False,False
tfNzMKvoVOU,513459,13211,3144,False,False
rf3iHqE240I,512885,17500,984,False,False
Ew-3-8itpjc,512726,19064,902,False,False
9NkHIv25IH4,512293,17861,2968,False,False
MTf2X6EHyLQ,511315,14349,3445,False,False
8bqvu8eFZss,511047,14224,187,False,False
iJPjFddLOxo,510268,11639,805,False,False
x1l-HRvwnB4,509583,9782,1269,False,False
x2u-KEex34A,509173,7063,893,False,False
ifkRhaEDzzo,508710,26719,1344,False,False
5SkwvwSydmk,508376,12313,567,False,False
QsLmJq8cHlA,508137,15166,608,False,False
qPZ38A7nhqY,507760,8960,951,False,False
gTRRvvE3HiU,507753,45824,2333,False,False
oYL6kldXWkg,507524,26592,3314,False,False
ZsvViZgVXL8,507275,1082,316,False,False
6ijnv-jNhUA,507170,10747,1496,False,False
raJMFayG5UA,507166,2770,675,False,False
DgljcMqPG98,507121,4129,432,False,False
G7yP4-ofcFQ,506930,8380,283,False,False
eZQdQ5pV6EE,506698,28537,4433,False,False
oPM3jxnoqhk,506547,17801,1182,False,False
Z-0bYA5iZDo,506264,6006,600,False,False
vglAsbxMX_Q,506152,38187,2285,False,False
ZAzk_L70t1s,506046,11099,609,False,False
jVlfNd3fxMY,506035,18560,2765,False,False
lJFqvRwOiis,505886,23207,7030,False,False
QFfEtKvXMAs,505794,55628,3083,False,False
odHhIVjDgq8,505444,8218,515,False,False
6xUnndUTDBQ,505147,24233,1936,False,False
XkGTE4WMMko,505086,21628,3064,False,False
RgbNxb08jXA,503840,17587,1307,False,False
17x4Auq4Tw4,503121,10623,484,False,False
V8d6oQPQmX0,502957,10847,2748,False,False
9OeZYhjyweQ,502917,17891,608,False,False
sJzWZ1yXpek,502880,5551,473,False,False
f3uZxD39awA,502681,2699,2277,False,False
X_tYrnv_o6A,502040,32735,4000,False,False
kG41zm8HGSE,500395,12227,1552,False,False
LqSkYMmyUWU,500154,9613,1118,False,False
ya6CQrFacIY,499979,9479,680,False,False
aPrpWFl2eik,499527,14112,813,False,False
6vbFe6F48Uo,498874,10685,0,True,False
M61Vt1C69JA,498613,8772,731,False,False
t8aPNtKYABk,498232,7332,1469,False,False
mEAZB6QEJwQ,498117,4293,1712,False,False
xwXP7vB4mlY,497856,21096,3566,False,False
r2H8Oqm1eQ4,497048,10655,2149,False,False
uI9G_fZRLWM,496856,31003,9118,False,False
zGoE6Hco4jE,496633,479,376,False,False
rX61Rpc7zWg,496386,1829,245,False,False
dAyg7C2-mjQ,495854,13027,1038,False,False
Evz-ZQC8wss,495194,12562,1320,False,False
91Q0kddGWLc,494907,1660,1078,False,False
F0ZdMq0n8-Y,494709,5341,630,False,False
d99_h30swtM,494173,24140,1352,False,False
VeXoFFxxUyc,493836,1391,438,False,False
I5X3vC-XsU0,493621,6787,1465,False,False
BlHVpQfxJt4,493451,12093,1457,False,False
YlpXoQEqBWI,493348,17150,5839,False,False
15uSD6tHi2I,493066,4208,2593,False,False
4KyWP5fWOEs,492953,20083,2646,False,False
nHaBEgkMQVw,492089,42661,4027,False,False
fQjGRb4-IQM,491967,5412,341,False,False
CIsfY7S_Uw0,491613,21995,962,False,False
BcruuWQ2_9Q,491205,15517,1088,False,False
RfFcaV5O7SU,490636,5054,498,False,False
zPm4rR1cmzU,490388,58978,2919,False,False
JwivtxQEmc8,489735,5298,364,False,False
Z2Y8jGrkrDc,489051,15348,975,False,False
_v-hzc6blGI,488888,23634,4666,False,False
O6K0ZPRqzFU,488695,9240,920,False,False
tJFk9dPdxO0,488560,31997,3187,False,False
LzuDyq0-1LM,488133,8276,761,False,False
Lwfhn_MiTTg,487593,38961,2656,False,False
8SxMEqwKVUs,486826,6003,759,False,False
Yz_VzJ4_OOo,486455,11066,1549,False,False
WpTjFhA09kQ,486281,5890,0,True,False
d-NCySETRIc,486240,7073,637,False,False
_Ihg1_3-0os,485881,19670,4259,False,False
KXPFrjp3yF0,485733,15594,1902,False,False
WIWb8f1WIyQ,485534,0,960,False,True
-W6v2_0evUU,485433,19128,1278,False,False
xL_qpDkF5A8,485303,4389,499,False,False
ieRXuTkbWEw,484353,17378,1678,False,False
C4YNcqNF4hg,484287,7792,342,False,False
Ud5Lq7D5YvU,484066,9031,5842,False,False
Vp40y-048MA,484054,4239,468,False,False
BWYA0CYJV74,483707,15769,747,False,False
NEmFS50lsTw,483127,3924,506,False,False
bR1d8l92Q8Q,483082,12660,726,False,False
je_0dC12gOs,483048,10086,653,False,False
DjLr06pne6Q,483029,30127,915,False,False
C2-bOy3H6Ss,483009,28906,1857,False,False
T9NzhjcPsQQ,482291,10548,423,False,False
olf9d8JvrA8,482225,3790,547,False,False
yNfI81Am8YM,482122,9754,1229,False,False
cXOZLskXCog,482005,13454,847,False,False
TteS6q20VUY,481918,7814,524,False,False
hVOjyy5NuFY,481550,19876,2889,False,False
-AY-HC4sUGU,481259,431,225,False,False
Fr0wEsISRUw,481100,3047,519,False,False
bH8fQoYfZe8,480569,19767,1341,False,False
mkz1zoo15zI,480552,3530,1527,False,False
vbaDqD_eBug,480493,5064,257,False,False
GyvRamX1VyA,480162,17538,1389,False,False
mBMxFIEub34,479587,8784,817,False,False
CxC161GvMPc,479201,19812,1311,False,False
iDN7xlv3xxM,479182,36495,2557,False,False
e5IRkF20JmU,478259,27027,10424,False,False
tp6wtD9jGyA,478211,13173,1962,False,False
iPf_ifCKftc,478030,30626,1159,False,False
pH7VfJDq7f4,477956,15182,823,False,False
xNGFSEcRSZI,477381,5926,916,False,False
NRs3YCJDBAs,477272,22515,1573,False,False
-TQpVg4vcrk,477269,19055,1217,False,False
vvUe5hNEXwE,477188,2934,1076,False,False
rU1lSmDbRZU,476604,3502,924,False,False
F-j_6IuaYfw,476389,16106,2077,False,False
YEGhKwpEKEw,476030,20712,1140,False,False
9vDdx1dba6c,475702,58882,3951,False,False
2XQft9iwSqg,475678,26114,2722,False,False
Bmn2STJUWJs,475296,4504,2232,False,False
DhwwTxTh5To,474858,15051,2364,False,False
eKwAib6LosM,474712,17620,922,False,False
qOvMazijKMA,474698,11434,1537,False,False
in5TfQfUIBY,474495,7275,1532,False,False
mh_hSkw9n_Y,474318,1193,142,False,False
iuBPpEkUi8I,473593,13738,1176,False,False
ffgzh93MdQM,473198,17159,3615,False,False
MC5bNVTMxyQ,473026,1800,1995,False,False
p2hJxyF7mok,472936,2867,477,False,False
md0K_eRSHAE,472575,1625,659,False,False
cIkEjFiUqwU,472551,5401,0,True,False
UO5ktwPXsyM,472002,18772,1221,False,False
AQxBqfy4Faw,471945,15114,1634,False,False
VlOq_4lmpzE,471360,24623,1880,False,False
BEweWXa5Twk,471266,23634,1714,False,False
teA0Z7ltRSY,470348,7972,3414,False,False
agKDPntMv-E,470191,4037,1553,False,False
NtFe5PM87BU,470082,7344,2197,False,False
R_5Qfc7APQs,469815,14539,1432,False,False
yZMRXTmFzPs,469727,22479,2243,False,False
